event_time,event_id,vehicle_id,occupant_id,seat_position,occupant_role,posture,seat_track_position,seat_type,seat_performance,belt_use,belt_failure,belt_anchorage,total_surprisal_bits,occupant_anomaly_percentile,anomaly_tier,anomaly_severity,dominant_contributor,dominant_contribution_percent,top_3_contributors,anomaly_signature,source_type,source_reference,model_type,model_version
2026-01-01T01:32:03,OCC-00005524,SIM-903325,OCC-12460107,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,FULL UP,7.89400836912942,32.29,BASELINE,LOW,belt_use,29.63072957745712,belt_use:29.63% | seat_track_position:27.66% | belt_anchorage:19.09%,BASELINE: belt use dominates anomaly (29.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:04,OCC-00005525,SIM-371588,OCC-84725566,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,6.878001477098211,15.435,BASELINE,LOW,seat_position,32.72752046373694,seat_position:32.73% | seat_track_position:23.24% | belt_anchorage:22.28%,BASELINE: seat position dominates anomaly (32.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:05,OCC-00005526,SIM-603659,OCC-29700948,SECOND MIDDLE,PASSENGER,NORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,16.89766836631464,98.21,EXTREME,HIGH,belt_anchorage,34.213949452634296,belt_anchorage:34.21% | seat_position:33.85% | belt_use:13.15%,EXTREME: belt anchorage dominates anomaly (34.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:06,OCC-00005527,SIM-505140,OCC-14776642,SECOND RIGHT,PASSENGER,NORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,NO FAILURE,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,7.6735642243412885,27.795,BASELINE,LOW,seat_position,50.43379559760028,seat_position:50.43% | seat_type:17.91% | belt_use:16.26%,BASELINE: seat position dominates anomaly (50.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:07,OCC-00005528,SIM-509897,OCC-99877085,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,DEFORMED BY OCCUPANT,LAP AND SHOULDER,NO FAILURE,FULL DOWN,9.852006268565267,54.925,MODERATE,MODERATE,seat_performance,36.9859304840391,seat_performance:36.99% | seat_position:22.85% | seat_track_position:16.23%,MODERATE: seat performance dominates anomaly (37.0% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:08,OCC-00005529,SIM-518443,OCC-12311265,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,DEFORMED BY OCCUPANT,NONE USED/AVAILABLE,NOT USED/AVAILABLE,NO UPPER ANCHOR,11.953293534595915,75.87,ELEVATED,MODERATE,seat_performance,30.533958147247226,seat_performance:30.53% | belt_anchorage:24.02% | belt_use:17.56%,ELEVATED: seat performance dominates anomaly (30.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:09,OCC-00005530,SIM-643324,OCC-99102841,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,COMBINATION,LAP AND SHOULDER,NO FAILURE,MID POSITION,11.45614321882082,71.67999999999999,MODERATE,MODERATE,seat_performance,44.43662298190014,seat_performance:44.44% | belt_anchorage:26.23% | seat_track_position:15.86%,MODERATE: seat performance dominates anomaly (44.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:10,OCC-00005531,SIM-100586,OCC-34252527,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,POSITION UNKNOWN,9.98548458353154,56.895,MODERATE,MODERATE,belt_anchorage,44.164627453859275,belt_anchorage:44.16% | seat_position:22.54% | seat_track_position:16.35%,MODERATE: belt anchorage dominates anomaly (44.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:11,OCC-00005532,SIM-167915,OCC-75161608,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,5.9309749118907495,10.665,BASELINE,LOW,seat_track_position,36.81579277267372,seat_track_position:36.82% | belt_anchorage:25.83% | seat_position:11.34%,BASELINE: seat track position dominates anomaly (36.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:12,OCC-00005533,SIM-144881,OCC-31522237,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,SEAT AT FORWARD MOST POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,11.841592748023677,74.735,MODERATE,MODERATE,posture,34.940430833854435,posture:34.94% | seat_track_position:34.93% | belt_anchorage:12.94%,MODERATE: posture dominates anomaly (34.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:13,OCC-00005534,SIM-609136,OCC-80872091,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,7.2379689086130155,19.315,BASELINE,LOW,seat_position,31.09987579851039,seat_position:31.10% | seat_track_position:29.52% | belt_anchorage:19.68%,BASELINE: seat position dominates anomaly (31.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:14,OCC-00005535,SIM-520454,OCC-62802844,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,DEFORMED BY INTRUSION,LAP AND SHOULDER,NO FAILURE,FULL DOWN,7.807929520612226,30.630000000000003,BASELINE,LOW,seat_performance,32.40954865202678,seat_performance:32.41% | seat_track_position:25.94% | belt_anchorage:19.62%,BASELINE: seat performance dominates anomaly (32.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:15,OCC-00005536,SIM-453444,OCC-75210884,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET WITH FOLD BACK,DEFORMED BY OTHER OCCUPANT,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,12.721875076666388,82.295,ELEVATED,ELEVATED,seat_performance,42.11291159779228,seat_performance:42.11% | seat_type:26.44% | seat_track_position:17.16%,ELEVATED: seat performance dominates anomaly (42.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:16,OCC-00005537,SIM-335268,OCC-93613583,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,SPLIT BENCH WITH SEPARATE BACK CUSHIONS,DEFORMED BY CARGO,LAP AND SHOULDER,NO FAILURE,MID POSITION,15.851198453009985,96.51,HIGH,ELEVATED,seat_performance,28.53766527159991,seat_performance:28.54% | seat_type:27.48% | belt_anchorage:22.72%,HIGH: seat performance dominates anomaly (28.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:17,OCC-00005538,SIM-553897,OCC-76583688,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,NO UPPER ANCHOR,8.851272597655404,40.805,BASELINE,MODERATE,belt_anchorage,32.43399532923032,belt_anchorage:32.43% | belt_use:23.71% | seat_track_position:22.88%,BASELINE: belt anchorage dominates anomaly (32.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:18,OCC-00005539,SIM-974524,OCC-25425987,SECOND LEFT,PASSENGER,NORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH,NO FAILURE,LAP AND SHOULDER WITH CHILD SEAT,NOT COLLECTED/UNKNOWN,NO UPPER ANCHOR,14.334335497835871,92.295,HIGH,ELEVATED,belt_failure,31.44753128513884,belt_failure:31.45% | seat_position:28.50% | belt_use:15.14%,HIGH: belt failure dominates anomaly (31.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:19,OCC-00005540,SIM-347162,OCC-65824929,SECOND RIGHT,PASSENGER,OTHER ABNORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,NO UPPER ANCHOR,8.987230583927253,43.17,BASELINE,MODERATE,seat_position,43.0618716167814,seat_position:43.06% | posture:24.04% | seat_type:15.29%,BASELINE: seat position dominates anomaly (43.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:20,OCC-00005541,SIM-506918,OCC-20869496,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,7.2379689086130155,19.315,BASELINE,LOW,seat_position,31.09987579851039,seat_position:31.10% | seat_track_position:29.52% | belt_anchorage:19.68%,BASELINE: seat position dominates anomaly (31.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:21,OCC-00005542,SIM-267013,OCC-79652817,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,SEAT AT REAR MOST POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,8.313493993353545,35.915,BASELINE,MODERATE,posture,33.113720178737324,posture:33.11% | seat_track_position:24.36% | belt_anchorage:18.43%,BASELINE: posture dominates anomaly (33.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:22,OCC-00005543,SIM-460148,OCC-23786767,SECOND LEFT,PASSENGER,NORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,NO FAILURE,LAP AND SHOULDER WITH CHILD SEAT,NO FAILURE,NO UPPER ANCHOR,9.376468090090004,50.07,MODERATE,MODERATE,seat_position,43.572651156613254,seat_position:43.57% | belt_use:26.61% | seat_type:15.43%,MODERATE: seat position dominates anomaly (43.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:23,OCC-00005544,SIM-327393,OCC-96239726,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,SEAT BETWEEN MIDDLE AND REAR,BUCKET,DEFORMED BY OTHER OCCUPANT,LAP AND SHOULDER,NO FAILURE,FULL DOWN,13.835514109435184,89.64999999999999,ELEVATED,ELEVATED,seat_performance,41.857229465768235,seat_performance:41.86% | posture:24.32% | seat_track_position:13.13%,ELEVATED: seat performance dominates anomaly (41.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:24,OCC-00005545,SIM-766085,OCC-37775652,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,DEFORMED BY INTRUSION,LAP AND SHOULDER,NO FAILURE,FULL DOWN,7.807929520612226,30.630000000000003,BASELINE,LOW,seat_performance,32.40954865202678,seat_performance:32.41% | seat_track_position:25.94% | belt_anchorage:19.62%,BASELINE: seat performance dominates anomaly (32.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:25,OCC-00005546,SIM-363586,OCC-60456901,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,DEFORMED BY INTRUSION,LAP AND SHOULDER,NO FAILURE,POSITION UNKNOWN,11.914401485470055,75.35,ELEVATED,MODERATE,belt_anchorage,37.014465822369985,belt_anchorage:37.01% | seat_performance:22.00% | seat_position:18.89%,ELEVATED: belt anchorage dominates anomaly (37.0% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:26,OCC-00005547,SIM-912898,OCC-35642559,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,DEFORMED BY OCCUPANT,LAP AND SHOULDER,NO FAILURE,FULL DOWN,9.92961457941656,55.720000000000006,MODERATE,MODERATE,seat_performance,35.39485993862479,seat_performance:35.39% | seat_position:22.67% | seat_track_position:16.45%,MODERATE: seat performance dominates anomaly (35.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:27,OCC-00005548,SIM-912141,OCC-31290552,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,MID POSITION,7.297440412904447,19.955,BASELINE,LOW,belt_anchorage,41.17078173313751,belt_anchorage:41.17% | seat_track_position:27.75% | seat_position:9.22%,BASELINE: belt anchorage dominates anomaly (41.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:28,OCC-00005549,SIM-770533,OCC-18657851,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,DEFORMED BY INTRUSION,NONE USED/AVAILABLE,NOT USED/AVAILABLE,FULL UP,9.375707032513965,49.915,BASELINE,MODERATE,seat_performance,27.74551637176625,seat_performance:27.75% | belt_use:24.19% | seat_track_position:19.38%,BASELINE: seat performance dominates anomaly (27.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:29,OCC-00005550,SIM-711063,OCC-41732139,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT FORWARD MOST POSITION,BUCKET,DEFORMED BY INTRUSION,LAP AND SHOULDER,NO FAILURE,FULL UP,9.05021935362316,43.995,BASELINE,MODERATE,seat_track_position,45.70552530569595,seat_track_position:45.71% | seat_performance:22.84% | belt_anchorage:15.74%,BASELINE: seat track position dominates anomaly (45.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:30,OCC-00005551,SIM-104784,OCC-33006225,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,7.2379689086130155,19.315,BASELINE,LOW,seat_position,31.09987579851039,seat_position:31.10% | seat_track_position:29.52% | belt_anchorage:19.68%,BASELINE: seat position dominates anomaly (31.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:31,OCC-00005552,SIM-394945,OCC-65107131,SECOND MIDDLE,PASSENGER,OTHER ABNORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,NO FAILURE,LAP WITH CHILD SEAT,NO FAILURE,NO SHOULDER BELT,11.321421689095928,70.295,MODERATE,MODERATE,seat_position,50.51881283087254,seat_position:50.52% | belt_use:21.13% | seat_type:12.50%,MODERATE: seat position dominates anomaly (50.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:32,OCC-00005553,SIM-212608,OCC-81022844,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,DEFORMED BY OCCUPANT,NONE USED/AVAILABLE,NOT USED/AVAILABLE,FULL UP,11.043755488634103,66.985,MODERATE,MODERATE,seat_performance,34.59130335099143,seat_performance:34.59% | belt_use:21.18% | seat_track_position:19.77%,MODERATE: seat performance dominates anomaly (34.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:33,OCC-00005554,SIM-370628,OCC-39261965,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT FORWARD MOST POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,7.878118624048789,31.87,BASELINE,LOW,seat_track_position,52.505559947577765,seat_track_position:52.51% | belt_anchorage:19.45% | seat_performance:9.99%,BASELINE: seat track position dominates anomaly (52.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:34,OCC-00005555,SIM-662339,OCC-87050567,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,MID POSITION,8.885798365290661,41.185,BASELINE,MODERATE,belt_anchorage,33.55750975553677,belt_anchorage:33.56% | belt_use:25.52% | seat_track_position:20.45%,BASELINE: belt anchorage dominates anomaly (33.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:35,OCC-00005556,SIM-365472,OCC-31379838,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,SPLIT BENCH WITH FOLD BACK,NO FAILURE,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,10.262580068750918,58.59,MODERATE,MODERATE,seat_type,59.317080115032574,seat_type:59.32% | seat_track_position:17.71% | seat_performance:6.61%,MODERATE: seat type dominates anomaly (59.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:36,OCC-00005557,SIM-285510,OCC-78921027,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,7.2379689086130155,19.315,BASELINE,LOW,seat_position,31.09987579851039,seat_position:31.10% | seat_track_position:29.52% | belt_anchorage:19.68%,BASELINE: seat position dominates anomaly (31.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:37,OCC-00005558,SIM-438247,OCC-15651409,FRONT RIGHT SIDE,PASSENGER,NOT COLLECTED/UNKNOWN,SEAT AT MIDDLE TRACK POSITION,BUCKET,DEFORMED BY INTRUSION,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,15.196156224460925,94.87,HIGH,ELEVATED,seat_performance,29.684887761394442,seat_performance:29.68% | belt_anchorage:21.12% | posture:16.52%,HIGH: seat performance dominates anomaly (29.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:38,OCC-00005559,SIM-416788,OCC-58114841,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,DEFORMED BY OTHER OCCUPANT,LAP AND SHOULDER,NO FAILURE,FULL UP,11.628962311855798,72.86500000000001,MODERATE,MODERATE,seat_performance,45.76442809055821,seat_performance:45.76% | seat_position:19.36% | seat_track_position:14.04%,MODERATE: seat performance dominates anomaly (45.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:39,OCC-00005560,SIM-681883,OCC-74230851,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,5.421524737431054,1.15,BASELINE,LOW,seat_track_position,33.51772551864928,seat_track_position:33.52% | belt_anchorage:26.27% | seat_position:12.41%,BASELINE: seat track position dominates anomaly (33.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:40,OCC-00005561,SIM-635964,OCC-54337953,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT FORWARD MOST POSITION,BUCKET,DEFORMED BY INTRUSION,LAP AND SHOULDER,NO FAILURE,FULL DOWN,9.158226543241526,46.375,BASELINE,MODERATE,seat_track_position,45.166498965280475,seat_track_position:45.17% | seat_performance:22.57% | belt_anchorage:16.73%,BASELINE: seat track position dominates anomaly (45.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:41,OCC-00005562,SIM-823637,OCC-47788363,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,5.421524737431054,1.15,BASELINE,LOW,seat_track_position,33.51772551864928,seat_track_position:33.52% | belt_anchorage:26.27% | seat_position:12.41%,BASELINE: seat track position dominates anomaly (33.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:42,OCC-00005563,SIM-138806,OCC-57595304,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,5.421524737431054,1.15,BASELINE,LOW,seat_track_position,33.51772551864928,seat_track_position:33.52% | belt_anchorage:26.27% | seat_position:12.41%,BASELINE: seat track position dominates anomaly (33.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:43,OCC-00005564,SIM-640584,OCC-79895887,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,DEFORMED BY INTRUSION,NONE USED/AVAILABLE,NOT USED/AVAILABLE,FULL DOWN,9.522792917929266,51.925,MODERATE,MODERATE,seat_performance,26.573241049213546,seat_performance:26.57% | belt_use:22.04% | seat_track_position:21.27%,MODERATE: seat performance dominates anomaly (26.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T01:32:44,OCC-00005565,SIM-753849,OCC-94583562,FRONT RIGHT SIDE,PASSENGER,LYING - SEAT BACK,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,12.805407716868679,82.785,ELEVATED,ELEVATED,posture,45.55020927979531,posture:45.55% | seat_position:17.58% | seat_track_position:16.69%,ELEVATED: posture dominates anomaly (45.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
