anomaly_signature,event_count,event_percentage
ELEVATED: seat performance dominates anomaly (28.3% contribution),2,0.02
EXTREME: belt use dominates anomaly (39.1% contribution),2,0.02
ELEVATED: belt failure dominates anomaly (58.2% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (30.5% contribution),2,0.02
ELEVATED: seat type dominates anomaly (57.7% contribution),2,0.02
ELEVATED: seat position dominates anomaly (56.7% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (61.7% contribution),2,0.02
HIGH: seat track position dominates anomaly (34.4% contribution),2,0.02
EXTREME: belt failure dominates anomaly (65.7% contribution),2,0.02
HIGH: seat track position dominates anomaly (27.3% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (26.8% contribution),2,0.02
MODERATE: seat track position dominates anomaly (44.2% contribution),2,0.02
HIGH: seat performance dominates anomaly (32.3% contribution),2,0.02
HIGH: seat track position dominates anomaly (35.1% contribution),2,0.02
HIGH: seat type dominates anomaly (31.4% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (61.4% contribution),2,0.02
HIGH: seat track position dominates anomaly (34.7% contribution),2,0.02
HIGH: seat performance dominates anomaly (28.8% contribution),2,0.02
ELEVATED: seat type dominates anomaly (59.5% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (28.3% contribution),2,0.02
HIGH: seat type dominates anomaly (33.9% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (63.0% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (39.3% contribution),2,0.02
ELEVATED: seat position dominates anomaly (63.2% contribution),2,0.02
HIGH: seat performance dominates anomaly (32.0% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (34.3% contribution),2,0.02
ELEVATED: seat type dominates anomaly (44.2% contribution),2,0.02
ELEVATED: belt failure dominates anomaly (40.9% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (28.7% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (40.3% contribution),2,0.02
HIGH: seat track position dominates anomaly (36.6% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (35.4% contribution),2,0.02
ELEVATED: seat type dominates anomaly (42.8% contribution),2,0.02
HIGH: seat performance dominates anomaly (31.5% contribution),2,0.02
HIGH: seat performance dominates anomaly (28.7% contribution),2,0.02
HIGH: seat performance dominates anomaly (27.1% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (33.8% contribution),2,0.02
HIGH: belt use dominates anomaly (35.6% contribution),2,0.02
MODERATE: seat position dominates anomaly (75.8% contribution),2,0.02
HIGH: seat type dominates anomaly (36.4% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (59.0% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (28.8% contribution),2,0.02
ELEVATED: belt use dominates anomaly (24.7% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (30.1% contribution),2,0.02
HIGH: posture dominates anomaly (28.7% contribution),2,0.02
HIGH: seat performance dominates anomaly (29.8% contribution),2,0.02
ELEVATED: seat position dominates anomaly (59.2% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (60.4% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (43.3% contribution),2,0.02
MODERATE: posture dominates anomaly (48.7% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (46.9% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (44.8% contribution),2,0.02
EXTREME: belt failure dominates anomaly (36.2% contribution),2,0.02
ELEVATED: seat type dominates anomaly (36.9% contribution),2,0.02
HIGH: seat position dominates anomaly (36.7% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (39.5% contribution),2,0.02
HIGH: belt failure dominates anomaly (50.0% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (32.1% contribution),2,0.02
ELEVATED: posture dominates anomaly (22.9% contribution),2,0.02
EXTREME: seat performance dominates anomaly (31.4% contribution),2,0.02
HIGH: seat performance dominates anomaly (25.6% contribution),2,0.02
ELEVATED: belt use dominates anomaly (41.8% contribution),2,0.02
HIGH: seat performance dominates anomaly (51.6% contribution),2,0.02
HIGH: seat type dominates anomaly (25.7% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (28.2% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (33.5% contribution),2,0.02
MODERATE: seat position dominates anomaly (79.1% contribution),2,0.02
ELEVATED: seat position dominates anomaly (41.1% contribution),2,0.02
ELEVATED: posture dominates anomaly (22.5% contribution),2,0.02
HIGH: seat position dominates anomaly (55.0% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (43.8% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (54.7% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (30.6% contribution),2,0.02
MODERATE: seat type dominates anomaly (43.4% contribution),2,0.02
HIGH: seat performance dominates anomaly (38.6% contribution),2,0.02
MODERATE: seat position dominates anomaly (66.3% contribution),2,0.02
EXTREME: posture dominates anomaly (30.6% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (31.3% contribution),2,0.02
EXTREME: seat track position dominates anomaly (33.2% contribution),2,0.02
ELEVATED: posture dominates anomaly (43.3% contribution),2,0.02
EXTREME: belt failure dominates anomaly (45.6% contribution),2,0.02
MODERATE: seat performance dominates anomaly (40.3% contribution),2,0.02
ELEVATED: seat type dominates anomaly (24.9% contribution),2,0.02
ELEVATED: seat position dominates anomaly (33.3% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (31.8% contribution),2,0.02
ELEVATED: posture dominates anomaly (25.7% contribution),2,0.02
ELEVATED: seat type dominates anomaly (32.2% contribution),2,0.02
HIGH: belt use dominates anomaly (44.6% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (38.1% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (31.8% contribution),2,0.02
HIGH: seat performance dominates anomaly (38.5% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (41.6% contribution),2,0.02
MODERATE: seat type dominates anomaly (28.6% contribution),2,0.02
ELEVATED: seat type dominates anomaly (52.0% contribution),2,0.02
ELEVATED: seat position dominates anomaly (66.8% contribution),2,0.02
ELEVATED: seat type dominates anomaly (32.7% contribution),2,0.02
HIGH: belt failure dominates anomaly (49.6% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (30.5% contribution),2,0.02
ELEVATED: belt failure dominates anomaly (55.4% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (40.2% contribution),2,0.02
HIGH: seat type dominates anomaly (28.1% contribution),2,0.02
MODERATE: belt anchorage dominates anomaly (44.7% contribution),2,0.02
ELEVATED: seat type dominates anomaly (41.6% contribution),2,0.02
ELEVATED: seat type dominates anomaly (50.0% contribution),2,0.02
HIGH: posture dominates anomaly (26.7% contribution),2,0.02
ELEVATED: posture dominates anomaly (40.7% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (41.0% contribution),2,0.02
ELEVATED: seat position dominates anomaly (59.9% contribution),2,0.02
ELEVATED: seat type dominates anomaly (40.0% contribution),2,0.02
MODERATE: belt anchorage dominates anomaly (34.7% contribution),2,0.02
HIGH: seat performance dominates anomaly (28.5% contribution),2,0.02
HIGH: belt failure dominates anomaly (31.4% contribution),2,0.02
HIGH: seat performance dominates anomaly (29.7% contribution),2,0.02
ELEVATED: posture dominates anomaly (59.4% contribution),2,0.02
ELEVATED: posture dominates anomaly (28.6% contribution),2,0.02
MODERATE: seat type dominates anomaly (38.1% contribution),2,0.02
ELEVATED: posture dominates anomaly (36.8% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (42.0% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (33.1% contribution),2,0.02
HIGH: seat position dominates anomaly (27.4% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (31.1% contribution),2,0.02
MODERATE: seat performance dominates anomaly (35.5% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (37.6% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (47.8% contribution),2,0.02
EXTREME: belt use dominates anomaly (38.9% contribution),2,0.02
HIGH: seat type dominates anomaly (30.5% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (35.8% contribution),2,0.02
MODERATE: seat track position dominates anomaly (32.2% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (40.7% contribution),2,0.02
ELEVATED: seat type dominates anomaly (23.8% contribution),2,0.02
HIGH: seat track position dominates anomaly (36.1% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (26.1% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (33.9% contribution),2,0.02
HIGH: seat type dominates anomaly (31.8% contribution),2,0.02
ELEVATED: seat position dominates anomaly (28.5% contribution),2,0.02
HIGH: seat type dominates anomaly (49.4% contribution),2,0.02
ELEVATED: seat type dominates anomaly (28.0% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (33.1% contribution),2,0.02
ELEVATED: posture dominates anomaly (26.7% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (43.8% contribution),2,0.02
HIGH: seat position dominates anomaly (29.0% contribution),2,0.02
HIGH: seat performance dominates anomaly (37.8% contribution),2,0.02
HIGH: seat track position dominates anomaly (34.2% contribution),2,0.02
HIGH: posture dominates anomaly (37.2% contribution),2,0.02
ELEVATED: posture dominates anomaly (43.2% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (27.3% contribution),2,0.02
HIGH: posture dominates anomaly (30.7% contribution),2,0.02
ELEVATED: seat position dominates anomaly (69.0% contribution),2,0.02
ELEVATED: seat position dominates anomaly (87.0% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (27.5% contribution),2,0.02
MODERATE: seat performance dominates anomaly (39.6% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (30.9% contribution),2,0.02
ELEVATED: belt use dominates anomaly (36.6% contribution),2,0.02
ELEVATED: belt use dominates anomaly (36.0% contribution),2,0.02
HIGH: seat track position dominates anomaly (37.4% contribution),2,0.02
HIGH: seat performance dominates anomaly (33.6% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (37.4% contribution),2,0.02
ELEVATED: seat type dominates anomaly (52.1% contribution),2,0.02
HIGH: seat performance dominates anomaly (34.9% contribution),2,0.02
MODERATE: seat type dominates anomaly (46.1% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (26.7% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (41.6% contribution),2,0.02
MODERATE: posture dominates anomaly (42.3% contribution),2,0.02
HIGH: seat type dominates anomaly (36.5% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (40.0% contribution),1,0.01
EXTREME: belt failure dominates anomaly (36.3% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (37.7% contribution),1,0.01
EXTREME: belt use dominates anomaly (27.9% contribution),1,0.01
EXTREME: seat type dominates anomaly (40.8% contribution),1,0.01
ELEVATED: seat position dominates anomaly (79.5% contribution),1,0.01
EXTREME: belt failure dominates anomaly (40.5% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (27.9% contribution),1,0.01
ELEVATED: belt use dominates anomaly (23.4% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (17.6% contribution),1,0.01
HIGH: seat track position dominates anomaly (37.7% contribution),1,0.01
EXTREME: seat type dominates anomaly (41.8% contribution),1,0.01
HIGH: posture dominates anomaly (38.4% contribution),1,0.01
HIGH: seat track position dominates anomaly (40.4% contribution),1,0.01
ELEVATED: seat type dominates anomaly (42.9% contribution),1,0.01
HIGH: seat track position dominates anomaly (33.9% contribution),1,0.01
EXTREME: posture dominates anomaly (28.4% contribution),1,0.01
HIGH: seat type dominates anomaly (38.9% contribution),1,0.01
EXTREME: seat type dominates anomaly (27.0% contribution),1,0.01
EXTREME: seat performance dominates anomaly (28.4% contribution),1,0.01
ELEVATED: posture dominates anomaly (39.4% contribution),1,0.01
HIGH: seat track position dominates anomaly (52.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (31.7% contribution),1,0.01
EXTREME: seat position dominates anomaly (39.5% contribution),1,0.01
ELEVATED: seat position dominates anomaly (30.8% contribution),1,0.01
EXTREME: belt failure dominates anomaly (39.7% contribution),1,0.01
HIGH: seat type dominates anomaly (32.0% contribution),1,0.01
HIGH: belt failure dominates anomaly (51.4% contribution),1,0.01
EXTREME: belt failure dominates anomaly (44.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (30.6% contribution),1,0.01
HIGH: seat position dominates anomaly (24.4% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (32.0% contribution),1,0.01
HIGH: seat position dominates anomaly (26.2% contribution),1,0.01
HIGH: seat type dominates anomaly (35.7% contribution),1,0.01
EXTREME: posture dominates anomaly (34.2% contribution),1,0.01
EXTREME: seat track position dominates anomaly (46.0% contribution),1,0.01
ELEVATED: seat type dominates anomaly (27.0% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (33.7% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (39.9% contribution),1,0.01
HIGH: belt use dominates anomaly (33.7% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (22.2% contribution),1,0.01
HIGH: belt failure dominates anomaly (30.0% contribution),1,0.01
ELEVATED: seat position dominates anomaly (69.9% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (29.6% contribution),1,0.01
HIGH: seat performance dominates anomaly (30.4% contribution),1,0.01
EXTREME: belt failure dominates anomaly (46.2% contribution),1,0.01
HIGH: posture dominates anomaly (24.3% contribution),1,0.01
EXTREME: seat track position dominates anomaly (31.1% contribution),1,0.01
HIGH: seat performance dominates anomaly (37.6% contribution),1,0.01
ELEVATED: posture dominates anomaly (47.4% contribution),1,0.01
HIGH: seat performance dominates anomaly (38.7% contribution),1,0.01
EXTREME: seat type dominates anomaly (22.1% contribution),1,0.01
HIGH: seat performance dominates anomaly (47.1% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (36.6% contribution),1,0.01
ELEVATED: posture dominates anomaly (35.3% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (37.3% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (31.3% contribution),1,0.01
ELEVATED: posture dominates anomaly (31.4% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (27.9% contribution),1,0.01
MODERATE: seat position dominates anomaly (33.9% contribution),1,0.01
HIGH: seat track position dominates anomaly (25.5% contribution),1,0.01
HIGH: seat track position dominates anomaly (47.5% contribution),1,0.01
HIGH: posture dominates anomaly (34.4% contribution),1,0.01
EXTREME: belt failure dominates anomaly (31.2% contribution),1,0.01
EXTREME: belt failure dominates anomaly (47.3% contribution),1,0.01
ELEVATED: belt failure dominates anomaly (57.3% contribution),1,0.01
HIGH: posture dominates anomaly (30.0% contribution),1,0.01
EXTREME: seat performance dominates anomaly (25.5% contribution),1,0.01
HIGH: belt failure dominates anomaly (29.8% contribution),1,0.01
EXTREME: belt use dominates anomaly (49.5% contribution),1,0.01
EXTREME: seat performance dominates anomaly (30.4% contribution),1,0.01
EXTREME: seat type dominates anomaly (35.3% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (44.5% contribution),1,0.01
HIGH: seat type dominates anomaly (41.3% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (24.5% contribution),1,0.01
EXTREME: posture dominates anomaly (34.0% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (40.1% contribution),1,0.01
HIGH: seat type dominates anomaly (35.0% contribution),1,0.01
HIGH: belt failure dominates anomaly (52.3% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (34.1% contribution),1,0.01
EXTREME: seat position dominates anomaly (46.3% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (36.3% contribution),1,0.01
HIGH: seat track position dominates anomaly (52.3% contribution),1,0.01
EXTREME: seat type dominates anomaly (27.1% contribution),1,0.01
EXTREME: belt failure dominates anomaly (56.9% contribution),1,0.01
EXTREME: posture dominates anomaly (38.4% contribution),1,0.01
EXTREME: seat position dominates anomaly (24.6% contribution),1,0.01
HIGH: seat track position dominates anomaly (38.4% contribution),1,0.01
EXTREME: belt use dominates anomaly (37.7% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (46.0% contribution),1,0.01
HIGH: seat track position dominates anomaly (50.8% contribution),1,0.01
HIGH: seat type dominates anomaly (31.5% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (36.0% contribution),1,0.01
EXTREME: seat performance dominates anomaly (48.8% contribution),1,0.01
ELEVATED: posture dominates anomaly (34.6% contribution),1,0.01
HIGH: seat type dominates anomaly (36.6% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (58.7% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (41.1% contribution),1,0.01
HIGH: belt use dominates anomaly (42.7% contribution),1,0.01
ELEVATED: seat type dominates anomaly (42.3% contribution),1,0.01
ELEVATED: seat type dominates anomaly (39.2% contribution),1,0.01
HIGH: seat type dominates anomaly (36.3% contribution),1,0.01
HIGH: seat performance dominates anomaly (39.6% contribution),1,0.01
HIGH: seat performance dominates anomaly (23.9% contribution),1,0.01
ELEVATED: posture dominates anomaly (39.5% contribution),1,0.01
ELEVATED: posture dominates anomaly (39.7% contribution),1,0.01
EXTREME: posture dominates anomaly (20.4% contribution),1,0.01
EXTREME: seat track position dominates anomaly (32.6% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (43.1% contribution),1,0.01
HIGH: belt use dominates anomaly (48.0% contribution),1,0.01
MODERATE: seat performance dominates anomaly (55.2% contribution),1,0.01
HIGH: seat type dominates anomaly (35.4% contribution),1,0.01
EXTREME: belt use dominates anomaly (38.0% contribution),1,0.01
ELEVATED: seat position dominates anomaly (83.2% contribution),1,0.01
HIGH: seat track position dominates anomaly (54.6% contribution),1,0.01
HIGH: posture dominates anomaly (37.7% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (35.6% contribution),1,0.01
HIGH: posture dominates anomaly (36.5% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (35.8% contribution),1,0.01
EXTREME: posture dominates anomaly (28.6% contribution),1,0.01
EXTREME: seat performance dominates anomaly (26.2% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (29.3% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (34.2% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (25.8% contribution),1,0.01
ELEVATED: posture dominates anomaly (28.4% contribution),1,0.01
HIGH: posture dominates anomaly (46.6% contribution),1,0.01
HIGH: seat track position dominates anomaly (52.4% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (28.0% contribution),1,0.01
HIGH: seat type dominates anomaly (37.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (31.6% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (25.6% contribution),1,0.01
HIGH: belt failure dominates anomaly (50.6% contribution),1,0.01
ELEVATED: belt failure dominates anomaly (58.6% contribution),1,0.01
HIGH: seat type dominates anomaly (40.2% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (45.8% contribution),1,0.01
HIGH: seat position dominates anomaly (37.4% contribution),1,0.01
EXTREME: posture dominates anomaly (25.5% contribution),1,0.01
HIGH: seat performance dominates anomaly (35.9% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (36.6% contribution),1,0.01
EXTREME: seat track position dominates anomaly (27.5% contribution),1,0.01
EXTREME: seat performance dominates anomaly (35.2% contribution),1,0.01
EXTREME: posture dominates anomaly (43.9% contribution),1,0.01
ELEVATED: seat type dominates anomaly (26.8% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (31.4% contribution),1,0.01
EXTREME: belt use dominates anomaly (33.1% contribution),1,0.01
ELEVATED: seat position dominates anomaly (30.7% contribution),1,0.01
EXTREME: belt failure dominates anomaly (50.3% contribution),1,0.01
EXTREME: seat performance dominates anomaly (33.1% contribution),1,0.01
ELEVATED: posture dominates anomaly (37.1% contribution),1,0.01
HIGH: seat performance dominates anomaly (45.5% contribution),1,0.01
EXTREME: belt failure dominates anomaly (27.8% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (35.6% contribution),1,0.01
HIGH: seat position dominates anomaly (28.4% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (54.4% contribution),1,0.01
HIGH: belt use dominates anomaly (55.7% contribution),1,0.01
HIGH: seat position dominates anomaly (68.6% contribution),1,0.01
HIGH: seat performance dominates anomaly (39.3% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (35.5% contribution),1,0.01
HIGH: seat position dominates anomaly (55.3% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (46.2% contribution),1,0.01
HIGH: posture dominates anomaly (42.8% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (53.3% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (27.7% contribution),1,0.01
HIGH: posture dominates anomaly (34.3% contribution),1,0.01
HIGH: seat track position dominates anomaly (33.5% contribution),1,0.01
HIGH: posture dominates anomaly (33.7% contribution),1,0.01
HIGH: belt anchorage dominates anomaly (28.4% contribution),1,0.01
HIGH: seat performance dominates anomaly (31.2% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (26.8% contribution),1,0.01
EXTREME: belt use dominates anomaly (42.2% contribution),1,0.01
EXTREME: seat performance dominates anomaly (22.4% contribution),1,0.01
MODERATE: seat type dominates anomaly (70.9% contribution),1,0.01
HIGH: seat position dominates anomaly (53.4% contribution),1,0.01
ELEVATED: posture dominates anomaly (56.4% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (33.2% contribution),1,0.01
HIGH: seat type dominates anomaly (25.5% contribution),1,0.01
ELEVATED: seat position dominates anomaly (32.8% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (26.9% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (35.7% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (38.4% contribution),1,0.01
EXTREME: posture dominates anomaly (31.3% contribution),1,0.01
ELEVATED: seat type dominates anomaly (33.1% contribution),1,0.01
HIGH: belt failure dominates anomaly (65.2% contribution),1,0.01
EXTREME: belt use dominates anomaly (38.5% contribution),1,0.01
ELEVATED: seat position dominates anomaly (31.2% contribution),1,0.01
EXTREME: seat performance dominates anomaly (29.4% contribution),1,0.01
EXTREME: posture dominates anomaly (22.3% contribution),1,0.01
EXTREME: belt failure dominates anomaly (41.3% contribution),1,0.01
EXTREME: belt use dominates anomaly (50.1% contribution),1,0.01
ELEVATED: seat position dominates anomaly (31.3% contribution),1,0.01
HIGH: seat type dominates anomaly (36.2% contribution),1,0.01
MODERATE: belt anchorage dominates anomaly (28.5% contribution),1,0.01
ELEVATED: posture dominates anomaly (56.9% contribution),1,0.01
ELEVATED: posture dominates anomaly (40.9% contribution),1,0.01
ELEVATED: seat type dominates anomaly (47.4% contribution),1,0.01
HIGH: seat performance dominates anomaly (31.3% contribution),1,0.01
EXTREME: posture dominates anomaly (38.7% contribution),1,0.01
HIGH: seat performance dominates anomaly (36.1% contribution),1,0.01
EXTREME: belt failure dominates anomaly (39.1% contribution),1,0.01
EXTREME: belt failure dominates anomaly (56.4% contribution),1,0.01
EXTREME: belt failure dominates anomaly (45.8% contribution),1,0.01
HIGH: seat position dominates anomaly (52.8% contribution),1,0.01
EXTREME: belt use dominates anomaly (29.6% contribution),1,0.01
EXTREME: belt use dominates anomaly (28.6% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (46.2% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (31.0% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (37.5% contribution),1,0.01
HIGH: seat performance dominates anomaly (32.7% contribution),1,0.01
HIGH: seat performance dominates anomaly (47.6% contribution),1,0.01
ELEVATED: seat position dominates anomaly (82.5% contribution),1,0.01
HIGH: seat type dominates anomaly (29.2% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (35.7% contribution),1,0.01
EXTREME: seat track position dominates anomaly (32.3% contribution),1,0.01
HIGH: seat track position dominates anomaly (28.0% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (48.4% contribution),1,0.01
HIGH: seat type dominates anomaly (31.2% contribution),1,0.01
EXTREME: posture dominates anomaly (38.1% contribution),1,0.01
HIGH: seat performance dominates anomaly (24.3% contribution),1,0.01
ELEVATED: seat type dominates anomaly (21.5% contribution),1,0.01
EXTREME: belt failure dominates anomaly (49.6% contribution),1,0.01
ELEVATED: seat type dominates anomaly (40.1% contribution),1,0.01
EXTREME: seat performance dominates anomaly (32.0% contribution),1,0.01
HIGH: posture dominates anomaly (34.9% contribution),1,0.01
EXTREME: seat position dominates anomaly (32.7% contribution),1,0.01
HIGH: seat performance dominates anomaly (34.2% contribution),1,0.01
HIGH: seat performance dominates anomaly (39.5% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (46.6% contribution),1,0.01
HIGH: seat type dominates anomaly (47.0% contribution),1,0.01
EXTREME: seat performance dominates anomaly (24.1% contribution),1,0.01
HIGH: posture dominates anomaly (30.6% contribution),1,0.01
ELEVATED: seat type dominates anomaly (39.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (52.4% contribution),1,0.01
HIGH: seat track position dominates anomaly (35.3% contribution),1,0.01
ELEVATED: seat type dominates anomaly (38.8% contribution),1,0.01
HIGH: seat type dominates anomaly (28.4% contribution),1,0.01
HIGH: seat position dominates anomaly (26.0% contribution),1,0.01
EXTREME: belt failure dominates anomaly (38.6% contribution),1,0.01
ELEVATED: seat track position dominates anomaly (39.7% contribution),1,0.01
HIGH: seat performance dominates anomaly (35.6% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (37.2% contribution),1,0.01
HIGH: seat position dominates anomaly (67.7% contribution),1,0.01
HIGH: seat track position dominates anomaly (38.6% contribution),1,0.01
ELEVATED: posture dominates anomaly (38.4% contribution),1,0.01
EXTREME: belt use dominates anomaly (40.0% contribution),1,0.01
HIGH: seat performance dominates anomaly (42.9% contribution),1,0.01
HIGH: seat performance dominates anomaly (39.4% contribution),1,0.01
HIGH: posture dominates anomaly (40.8% contribution),1,0.01
HIGH: posture dominates anomaly (37.5% contribution),1,0.01
ELEVATED: seat type dominates anomaly (27.8% contribution),1,0.01
HIGH: seat type dominates anomaly (22.6% contribution),1,0.01
EXTREME: seat performance dominates anomaly (25.9% contribution),1,0.01
EXTREME: belt failure dominates anomaly (46.0% contribution),1,0.01
ELEVATED: posture dominates anomaly (40.6% contribution),1,0.01
EXTREME: belt anchorage dominates anomaly (35.0% contribution),1,0.01
EXTREME: posture dominates anomaly (31.1% contribution),1,0.01
EXTREME: posture dominates anomaly (27.5% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (45.4% contribution),1,0.01
HIGH: seat position dominates anomaly (37.1% contribution),1,0.01
HIGH: posture dominates anomaly (33.3% contribution),1,0.01
HIGH: belt use dominates anomaly (54.3% contribution),1,0.01
EXTREME: seat position dominates anomaly (38.3% contribution),1,0.01
EXTREME: belt failure dominates anomaly (42.5% contribution),1,0.01
HIGH: seat position dominates anomaly (52.6% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (48.5% contribution),1,0.01
ELEVATED: seat type dominates anomaly (40.6% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (34.1% contribution),1,0.01
HIGH: posture dominates anomaly (31.9% contribution),1,0.01
EXTREME: seat performance dominates anomaly (24.8% contribution),1,0.01
HIGH: seat type dominates anomaly (30.6% contribution),1,0.01
EXTREME: belt failure dominates anomaly (36.0% contribution),1,0.01
ELEVATED: seat performance dominates anomaly (27.3% contribution),1,0.01
ELEVATED: belt anchorage dominates anomaly (32.5% contribution),1,0.01
EXTREME: belt use dominates anomaly (31.4% contribution),1,0.01
HIGH: seat position dominates anomaly (39.9% contribution),1,0.01
ELEVATED: seat position dominates anomaly (30.4% contribution),1,0.01
EXTREME: posture dominates anomaly (36.3% contribution),1,0.01
HIGH: posture dominates anomaly (35.7% contribution),1,0.01
HIGH: seat position dominates anomaly (53.6% contribution),1,0.01
